children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,368945.7576926287,62,average,1,civil marriage,1,F,pensioner,0,144149.72887707833,get married
0,395675.4811138453,56,average,1,Single/not married,4,F,pensioner,0,86353.48741705716,buying a property
1,,39,average,1,married,0,F,companion,0,,getting an education
0,-1513.814187956713,53,average,1,Single/not married,4,F,companion,0,115282.81626233384,obtaining additional education
0,-851.9864822460672,56,higher,0,civil marriage,1,F,companion,0,150176.0231660701,for a wedding
2,-984.576622054685,41,average,1,married,0,F,employee,0,80519.54833361569,obtaining higher education
1,-91.60514573927163,27,incomplete higher education,2,married,0,F,companion,0,86391.1544144633,housing transactions
0,374887.18205910665,64,average,1,widower/widow,2,F,pensioner,0,95298.0561195282,purchase of commercial real estate
2,,36,average,1,married,0,M,employee,0,,obtaining higher education
0,391308.271264947,50,average,1,married,0,F,pensioner,0,127882.17440230402,to buy your car
2,,46,higher,0,married,0,M,employee,0,,home purchase
0,373123.4867851365,52,higher,0,married,0,F,pensioner,0,96260.73271843084,construction of your own real estate
0,,43,average,1,married,0,F,employee,0,,purchase of residential property
0,-2885.8859235652667,40,average,1,married,0,M,employee,0,160982.27686243775,housing transactions
1,-703.8793261592655,46,average,1,civil marriage,1,F,employee,0,123560.89663089438,housing transactions
0,-6568.01572683706,45,average,1,divorced,3,F,employee,0,111064.667522245,buying a property
1,-7152.420165489153,49,average,1,married,0,F,employee,0,109556.390631762,residential real estate construction
0,-1234.0225836642344,24,average,1,married,0,F,employee,0,104391.86287493206,pursue higher education
0,-2587.251601218982,42,average,1,civil marriage,1,F,employee,0,80645.31258429936,get married
2,-2898.440368135946,39,AVERAGE,1,married,0,F,employee,0,89928.66588399715,operations with your real estate
2,-3270.7160565047816,31,average,1,married,0,F,employee,0,109122.93132865516,buying a rental property
0,-1842.0255177765089,43,AVERAGE,1,divorced,3,M,companion,0,225800.23821264924,real estate transactions
0,-3302.242637483825,40,average,1,married,0,F,employee,0,137758.11578751108,purchase of residential property
1,-466.4565411707415,20,average,1,Single/not married,4,M,employee,0,198556.8723750921,buying a rental property
2,-2519.6077281253165,31,AVERAGE,1,married,0,M,employee,1,257005.05575908264,engage in education
1,-1406.796462616788,42,average,1,married,0,F,employee,0,125632.93565762688,purchase of residential property
2,-1447.495216789749,37,average,1,Single/not married,4,F,employee,0,235630.4079476829,to buy a car
1,-2402.36124881795,37,higher,0,married,0,F,employee,0,391868.0851775554,education
0,376219.5327480655,57,average,1,civil marriage,1,F,pensioner,0,191808.62699237207,get married
0,353080.23112030665,63,average,1,married,0,F,pensioner,0,291220.1229437969,cars
0,401188.9173847712,50,average,1,married,0,F,pensioner,0,66941.27108014938,to buy a used car
1,-2908.689791092625,44,average,1,married,0,M,employee,0,115496.54500425264,home purchase
1,-1350.780717161432,30,average,1,married,0,M,employee,0,208090.79048682423,getting an education
2,-1751.4111263256314,43,average,1,married,0,M,employee,1,50670.644356154335,real estate construction
0,361008.269368861,48,average,1,married,0,M,pensioner,0,188719.77196594307,commercial real estate transactions
0,-83.01076227576483,46,average,1,Single/not married,4,F,employee,0,119598.45779831467,real estate transactions
0,-321.9689726608782,23,higher,0,Single/not married,4,F,employee,0,126510.87124047526,buying a home for a family
0,-1643.4717721259226,47,HIGHER,0,Single/not married,4,F,companion,0,376940.2612038575,to buy your car
0,-3629.371106152421,35,average,1,married,0,F,civil servant,0,159456.5094304346,buying a home for a family
1,-2931.708413455441,30,incomplete higher education,2,married,0,F,employee,0,134619.89530420446,real estate transactions
0,,27,average,1,Single/not married,4,M,employee,0,,education
1,-2946.3365645147937,32,average,1,widower/widow,2,F,civil servant,0,222538.37227671413,real estate transactions
1,-313.1581882494435,36,average,1,married,0,F,employee,0,109604.25610951056,buying a rental property
0,-979.3509276090224,33,average,1,married,0,F,employee,1,52320.41099353402,higher education
0,,47,average,1,Single/not married,4,F,companion,0,,real estate construction
0,-737.4369913268956,36,average,1,civil marriage,1,F,companion,0,188100.686649188,housing
0,,56,higher,0,widower/widow,2,M,civil servant,0,,buying a home for a family
0,,41,average,1,married,0,M,employee,0,,home purchase
0,-1229.6331416560247,49,average,1,civil marriage,1,F,employee,0,153517.98201062114,purchasing a car
4,,49,average,1,Single/not married,4,F,civil servant,0,,pursue higher education
2,-1705.6356341093194,31,higher,0,married,0,F,employee,0,74780.42035556135,buying a home for a family
1,,27,average,1,married,0,M,employee,0,,buying your own home
0,-150.18763891393928,28,average,1,Single/not married,4,M,employee,0,104288.47695687096,buying a home for a family
0,-867.065520707025,36,higher,0,married,0,M,companion,0,196216.84627046503,real estate
0,-4387.315051104872,41,average,1,married,0,F,employee,0,258046.5996458527,operations with your real estate
0,-997.3058013928128,40,average,1,married,0,M,employee,0,158813.90261838963,obtaining higher education
2,-309.8364473734267,39,average,1,married,0,M,employee,0,157318.0667173161,to buy a car
2,-357.81603146158216,35,average,1,civil marriage,1,F,employee,0,65941.49156944541,get married
0,401223.83866732224,57,average,1,married,0,F,pensioner,0,143302.830487456,residential real estate construction
0,-136.66305980883268,32,Incomplete higher education,2,Single/not married,4,M,companion,0,304022.3637546072,purchase of commercial real estate
0,-436.0568453515014,61,average,1,married,0,F,employee,0,386274.2230380764,purchase of residential property
0,-3690.815731924431,36,average,1,Single/not married,4,F,employee,0,439770.6059527777,higher education
2,-835.5595681315667,32,average,1,Single/not married,4,F,employee,0,99334.05441507343,real estate transactions
0,-3601.450735347131,40,average,1,married,0,F,employee,0,73275.95631544213,buying a rental property
0,-269.44525204515463,23,average,1,married,0,F,companion,0,81238.37428981827,additional education
0,-1869.918989609416,55,average,1,divorced,3,F,employee,0,146170.5872718625,housing
2,-2902.09599517464,39,average,1,civil marriage,1,F,employee,0,134738.38221363854,buying a rental property
0,-1582.0195636061746,40,average,1,married,0,M,employee,1,160720.97436371507,buying a property
0,-4695.588305756285,30,average,1,civil marriage,1,F,employee,0,64478.16225413344,education
0,-115.5043780172209,23,incomplete higher education,2,Single/not married,4,F,companion,0,90735.39280546742,buying your own home
0,339337.0170586155,63,average,1,married,0,M,pensioner,0,170277.1699112595,purchase of commercial real estate
2,-2373.834360763697,31,average,1,civil marriage,1,F,employee,0,162582.73431552976,for a wedding
0,-321.8469431813207,40,higher,0,married,0,F,companion,0,233587.3804390488,real estate
0,-1746.5971083974985,30,average,1,Single/not married,4,M,employee,0,87109.91386431093,purchase of residential property
0,356471.2598866993,66,average,1,civil marriage,1,F,pensioner,0,67349.69130988065,wedding
1,-1031.3039837851643,32,AVERAGE,1,married,0,F,employee,1,96236.032545783,real estate transactions
0,344287.3793767903,61,average,1,civil marriage,1,F,pensioner,0,91877.74732087104,transactions with your real estate
0,-5587.601212807165,50,average,1,married,0,M,employee,0,128659.14027805436,transactions with your real estate
0,371252.411965573,63,AVERAGE,1,married,0,M,pensioner,0,115636.57152067136,buying a rental property
1,394574.8234906184,52,AVERAGE,1,Single/not married,4,F,pensioner,0,108777.99781814704,specialized education
0,-1689.0210253061166,47,higher,0,married,0,F,civil servant,0,161530.8563425263,buying a home for a family
0,-1389.8964083565463,56,average,1,married,0,M,companion,1,98502.18478540376,housing transactions
1,-1355.6833560040743,36,average,1,married,0,F,employee,0,156958.36390685732,engage in education
0,333913.9429408582,66,Average,1,married,0,F,pensioner,0,181902.2202774993,getting an education
0,-7686.109960424291,55,average,1,civil marriage,1,M,employee,0,156541.0557205698,get married
1,-273.850463758952,35,incomplete higher education,2,Single/not married,4,F,employee,0,156025.32230454954,additional education
1,-2202.214302515755,41,higher,0,married,0,F,companion,0,198691.62421424288,to buy your car
0,,42,average,1,civil marriage,1,F,employee,0,,for a wedding
0,-6188.197952614371,47,average,1,civil marriage,1,M,companion,0,356618.1420950033,getting an education
1,335066.5432029977,45,average,1,divorced,3,M,pensioner,0,206999.9186730304,education
0,359520.9269141267,51,higher,0,widower/widow,2,F,pensioner,0,77369.0571290768,home purchase
0,,35,higher,0,married,0,M,companion,0,,pursue higher education
0,,49,average,1,civil marriage,1,F,employee,0,,for a wedding
0,-1486.6330677047467,53,higher,0,married,0,M,companion,0,229268.2247560643,to buy your car
1,-582.1016987353679,37,AVERAGE,1,married,0,M,employee,0,178924.14353323478,residential real estate construction
0,-4051.391034096445,47,AVERAGE,1,married,0,M,employee,0,65905.31661721137,your car
0,,60,higher,0,married,0,F,pensioner,1,,cars
1,-3584.0279318203584,45,higher,0,married,0,F,companion,0,151876.38194794572,real estate
0,-1990.7149459025648,61,higher,0,widower/widow,2,F,employee,0,146829.12545517564,automobile
1,-1894.806514118654,34,average,1,married,0,F,companion,0,215241.1662884061,residential real estate construction
0,-2047.9307163054468,36,Higher,0,civil marriage,1,F,employee,0,198298.52031866653,higher education
0,-6995.695616000522,47,average,1,married,0,F,employee,0,88089.05563098883,cars
1,349790.09806923656,58,higher,0,divorced,3,F,pensioner,0,73123.1676820636,buying your own home
0,-2725.0972345925384,54,higher,0,married,0,M,companion,0,244625.4639091068,to buy your car
1,387968.1449255757,60,average,1,widower/widow,2,F,pensioner,0,227414.82518741977,purchase of commercial real estate
0,383923.9041285808,57,higher,0,divorced,3,F,pensioner,0,145803.17397032515,purchase of commercial real estate
0,-913.489034315454,25,average,1,married,0,F,companion,0,86370.26257114363,operations with your real estate
0,-980.8063405812696,29,average,1,Single/not married,4,M,employee,0,68900.65348739299,residential real estate construction
0,-134.95908456228028,27,higher,0,civil marriage,1,F,companion,0,140714.27600536958,get married
0,,51,average,1,Single/not married,4,F,pensioner,1,,cars
0,-2546.6007453526204,30,higher,0,married,0,F,employee,0,231364.3847301053,buying your own home
0,-2872.479680189086,46,average,1,married,0,F,companion,0,59386.99107802434,to buy a car
1,,40,average,1,married,0,M,companion,0,,construction of your own real estate
2,-1831.6964263249888,35,incomplete higher education,2,married,0,M,employee,0,145390.98582228116,obtaining higher education
0,-2323.824915970513,31,higher,0,married,0,F,companion,0,118308.51221248032,pursue higher education
1,-6677.497839302633,37,average,1,married,0,M,employee,1,283998.26173399994,getting an education
0,-1130.1560024449748,25,Average,1,married,0,M,employee,0,186300.2987738844,commercial real estate transactions
1,-4793.308735485182,34,AVERAGE,1,married,0,F,employee,0,203982.26094763505,getting an education
1,-2509.9827200356185,27,average,1,married,0,F,employee,0,248036.3418761252,pursue higher education
0,-336.2614502845599,46,higher,0,married,0,F,employee,0,107659.9286376682,to buy your car
0,-2414.382978059509,43,average,1,divorced,3,F,civil servant,0,72400.57811886261,to buy a used car
0,-702.9317445634007,49,average,1,widower/widow,2,F,employee,0,119249.50906115788,automobile
2,-1654.8559872881528,39,higher,0,married,0,M,employee,0,1058193.4722770257,getting an education
1,330041.4337775499,68,average,1,Single/not married,4,F,pensioner,0,100006.56130540084,housing transactions
1,-7574.694583298205,50,average,1,divorced,3,M,employee,0,169057.45658722232,specialized education
1,-1620.4688252781689,39,AVERAGE,1,married,0,F,employee,0,166582.96525061896,residential real estate construction
0,329379.8606211972,56,average,1,civil marriage,1,F,pensioner,0,105161.92910497704,buying a property
0,-3459.447301112942,36,average,1,married,0,F,employee,0,233387.76050479768,buying a home for a family
0,-3727.320095245488,47,higher,0,married,0,M,employee,0,180243.8513110748,pursue higher education
2,,39,average,1,married,0,F,employee,0,,housing transactions
0,-162.04326381986954,29,average,1,married,0,F,employee,1,74887.96600396514,getting an education
0,-1481.7427011859247,38,higher,0,married,0,F,employee,0,107849.60901248024,car deal
0,-775.4092274233293,41,average,1,civil marriage,1,F,employee,0,225077.5674192764,for a wedding
0,366517.9158925351,57,average,1,widower/widow,2,F,pensioner,0,133617.1123633286,automobile
0,-564.0380225439942,38,average,1,Single/not married,4,M,employee,1,162151.87470105887,residential real estate construction
0,329720.6542349246,56,average,1,married,0,M,pensioner,0,185380.06661162875,pursue higher education
1,-3479.242871137275,43,higher,0,married,0,F,companion,0,266941.33707898646,engage in education
1,-3703.3756434720567,34,average,1,married,0,M,employee,0,159744.28407117722,buying a property
2,-902.94541583625,30,average,1,married,0,F,employee,0,77845.9669776708,obtaining additional education
0,,32,higher,0,civil marriage,1,F,companion,0,,wedding
1,-687.3719001589877,49,Higher,0,married,0,M,employee,0,214973.63355944463,purchase of residential property
1,-774.9787466510243,48,incomplete higher education,2,married,0,M,employee,0,176758.99989678676,to buy a used car
0,336370.7294277948,65,average,1,divorced,3,F,pensioner,0,107392.55068523464,commercial real estate transactions
1,-4726.161616997382,36,higher,0,married,0,M,civil servant,0,217499.1667429368,operations with your real estate
2,,26,average,1,married,0,M,employee,0,,buying a rental property
3,-282.7222395794392,36,higher,0,civil marriage,1,M,companion,0,677159.3512615293,for a wedding
0,-2193.392368214081,58,higher,0,married,0,M,companion,0,208463.59032043905,real estate transactions
0,-3737.168662873253,56,average,1,married,0,F,employee,0,93816.50678201484,to buy your car
0,391367.844262276,59,average,1,Single/not married,4,F,pensioner,0,147768.92565974715,real estate transactions
0,,62,initial,3,civil marriage,1,F,employee,0,,real estate transactions
1,,34,average,1,civil marriage,1,M,civil servant,1,,buying a property
0,-4382.387632857389,37,average,1,married,0,M,employee,0,265937.4084297413,real estate
0,-2102.9679800554286,49,average,1,married,0,F,employee,0,143339.97017894007,your car
0,-2115.452055963149,64,higher,0,married,0,M,companion,0,158425.89860624814,obtaining higher education
0,337399.6587942521,62,average,1,married,0,F,pensioner,0,143427.0892736084,real estate construction
0,,40,average,1,married,0,F,civil servant,0,,your car
0,-5555.6324157785375,42,average,1,divorced,3,F,companion,0,255621.9224746379,home renovation
0,-8149.6579506432545,54,Higher,0,married,0,F,civil servant,0,190450.3209815395,to buy a used car
0,357369.8695698147,62,Average,1,Single/not married,4,F,pensioner,0,162159.91421807586,to buy a car
0,-7487.434552322634,57,higher,0,married,0,M,employee,0,198252.35419874496,purchasing a car
0,-197.6320400032892,40,incomplete higher education,2,Single/not married,4,F,companion,0,136361.61888437107,car deal
1,-153.01981675056825,22,average,1,civil marriage,1,M,employee,0,266064.2148077605,get married
0,,31,average,1,civil marriage,1,F,companion,0,,for a wedding
0,395796.7494281163,55,average,1,married,0,F,pensioner,0,176917.4267977901,purchase of residential property
2,-4235.08196565601,31,average,1,civil marriage,1,F,employee,0,213522.64710077288,wedding
0,-629.1348441506233,24,HIGHER,0,Single/not married,4,M,employee,0,144683.27146538097,construction of your own real estate
0,,58,average,1,civil marriage,1,M,employee,0,,for a wedding
0,,59,average,1,married,0,F,pensioner,0,,housing transactions
0,-1566.2146238122946,31,AVERAGE,1,married,0,F,employee,0,136114.97754204413,residential real estate construction
1,-2562.1765688656906,38,average,1,married,0,F,employee,0,142079.41802022222,to buy a used car
1,-325.27210461020746,29,higher,0,civil marriage,1,F,companion,0,197118.0069283296,wedding
0,333819.99131572514,60,average,1,civil marriage,1,M,pensioner,0,126980.00541238624,for a wedding
0,-766.8612482400412,47,average,1,civil marriage,1,M,companion,0,259151.5914782569,purchase of residential property
0,-3921.480506219687,30,higher,0,married,0,F,companion,0,125657.91536832757,obtaining additional education
0,-1352.2052657230747,58,average,1,married,0,M,employee,1,185410.7559652013,purchase of residential property
0,-3736.375954875831,46,average,1,married,0,F,employee,1,90878.65792153204,cars
2,-2186.743760798908,36,average,1,married,0,F,companion,0,92094.01455084406,real estate transactions
1,-4510.517526599603,39,average,1,married,0,F,employee,0,142842.79214609813,construction of your own real estate
0,-2658.869065876592,44,average,1,divorced,3,M,companion,0,96869.28432920076,buying a home for a family
1,-1378.3962934735312,43,average,1,married,0,M,employee,1,70746.77730579044,buying a home for a family
2,-1989.0786212691503,25,higher,0,married,0,F,employee,0,78406.20734067661,real estate transactions
1,-4065.362993656931,41,incomplete higher education,2,civil marriage,1,M,employee,0,180910.5839432791,engage in education
0,-997.4058231172692,55,higher,0,married,0,M,companion,0,251799.1957493696,automobile
0,-2964.104043978036,49,average,1,civil marriage,1,F,companion,0,89536.66801268133,get married
0,-244.18244063357724,21,average,1,Single/not married,4,M,employee,0,164669.94429483474,operations with your real estate
1,,47,higher,0,married,0,M,employee,0,,getting an education
0,-1265.2093456880816,26,average,1,married,0,F,employee,1,167691.70591951662,cars
1,-2154.9310510499704,36,higher,0,Single/not married,4,F,employee,0,104982.3693668166,car deal
1,-1658.3881500002726,49,higher,0,civil marriage,1,F,employee,0,140855.84190454142,obtaining additional education
1,-4285.6167115415055,32,average,1,married,0,M,civil servant,0,329046.6847525963,housing
1,-949.5602484350206,51,average,1,divorced,3,F,employee,0,92896.73455398197,buying your own home
0,-1755.936778341224,54,average,1,married,0,F,employee,0,124205.86497831234,to buy your car
1,-2743.521616985837,51,higher,0,divorced,3,F,companion,0,87176.75436578704,obtaining higher education
0,-11037.198423443291,44,Average,1,married,0,F,employee,0,234658.3334028701,buying a property
0,-2561.982860393928,44,higher,0,Single/not married,4,F,companion,0,424290.7857839816,cars
1,-605.4484759048157,24,higher,0,civil marriage,1,F,companion,1,79024.96306377281,wedding
0,-612.8351742451355,40,higher,0,Single/not married,4,F,employee,0,203060.44247037984,housing transactions
1,-189.87791227581823,33,higher,0,married,0,F,employee,1,87193.86332497743,purchase of commercial real estate
1,,28,average,1,married,0,F,employee,0,,to buy a used car
0,374992.6258979543,67,average,1,married,0,M,pensioner,0,117078.01816493804,real estate transactions
0,339852.73630659445,52,average,1,married,0,F,pensioner,0,223264.86281421265,pursue higher education
0,-1765.4696038163586,43,average,1,Single/not married,4,M,employee,0,116668.68995453946,buying a home for a family
0,,56,average,1,married,0,F,pensioner,0,,pursue higher education
0,-82.5269559600968,44,average,1,married,0,F,companion,0,215512.03747158853,car deal
1,-570.8255898175031,27,average,1,married,0,M,employee,1,341928.95423060853,home renovation
0,-4298.064465123748,43,average,1,married,0,F,companion,0,121539.0766328728,home renovation
0,-1572.7014685141116,41,average,1,civil marriage,1,F,employee,0,56281.00947072709,wedding
0,365403.9500069083,60,higher,0,civil marriage,1,F,pensioner,0,228280.2750611789,for a wedding
0,-2714.453023896789,33,higher,0,married,0,M,employee,0,255949.1932156332,housing
3,,49,incomplete higher education,2,divorced,3,M,employee,0,,real estate
0,-3092.406171716601,34,average,1,married,0,M,employee,0,131261.62117540522,obtaining additional education
2,-2843.585909579143,36,average,1,married,0,F,employee,1,79595.73959564744,buying a property
0,379890.8512379625,55,average,1,married,0,F,pensioner,0,149705.79661105626,buying your own home
1,-2860.147452067648,39,average,1,civil marriage,1,F,employee,0,286047.8672718534,buying a property
0,-3933.578253847197,37,average,1,married,0,F,employee,0,219783.7803940277,home purchase
2,-4294.221864622239,0,average,1,married,0,F,employee,0,81027.59103195215,buying a rental property
0,-423.38811890152914,40,average,1,married,0,M,employee,0,192490.47424252788,real estate construction
0,-1041.840751836478,22,incomplete higher education,2,Single/not married,4,M,companion,0,158223.95631495974,real estate construction
0,-9699.027636890947,61,average,1,widower/widow,2,F,employee,0,127314.09844745816,real estate construction
2,-816.5176197425412,29,higher,0,married,0,M,companion,0,252230.4400306609,real estate
1,-9327.745664595035,40,higher,0,married,0,F,employee,0,198748.9920321913,home purchase
1,-2895.458193999176,33,higher,0,married,0,M,civil servant,0,335342.8362960833,getting an education
-1,-9851.184337196655,44,average,1,divorced,3,F,employee,0,110990.8105806392,your car
0,-1150.5250356035103,41,HIGHER,0,married,0,F,employee,0,119991.34540801877,your car
0,-2013.8382806249524,27,average,1,married,0,F,employee,0,218401.95934443927,housing
0,-2457.748339763492,42,average,1,married,0,F,employee,0,165774.16879886118,used car deal
1,-2946.1744520737743,51,average,1,married,0,F,employee,0,144113.58986231234,specialized education
0,-1714.9979438508385,63,average,1,divorced,3,F,employee,0,162807.1028298667,residential real estate construction
1,-2423.8554766308107,33,average,1,married,0,F,companion,1,126639.2916143386,getting an education
0,-4625.972718114079,57,average,1,married,0,M,employee,0,79032.20314800767,construction of your own real estate
1,-1511.3759002671493,32,average,1,civil marriage,1,F,companion,0,152306.4950894143,purchase of commercial real estate
0,-3825.547027478152,35,average,1,married,0,M,employee,0,156082.85527937987,specialized education
1,-94.9857021608645,47,average,1,married,0,M,employee,0,218320.75223301267,buying a property
0,-6637.731381604992,52,average,1,married,0,F,companion,0,204923.81462595725,car deal
0,,60,AVERAGE,1,married,0,M,companion,0,,home renovation
0,-2832.9996146934222,52,average,1,married,0,M,employee,0,119295.66335533292,obtaining higher education
0,383596.8688603117,54,HIGHER,0,civil marriage,1,F,pensioner,0,141744.45952702142,get married
0,-1391.8937402224217,46,average,1,Single/not married,4,M,companion,0,291411.317875967,pursue higher education
0,-3246.811711465458,28,average,1,Single/not married,4,M,civil servant,1,39154.15696098415,obtaining additional education
0,394262.6444357469,58,Average,1,married,0,F,pensioner,0,65923.03167975777,operations with your real estate
0,-8496.142177564963,39,higher,0,married,0,F,employee,0,506228.4454520117,housing transactions
2,-597.1780768216596,35,average,1,married,0,M,employee,0,86780.52298905878,used car deal
0,-915.872554808806,23,HIGHER,0,Single/not married,4,F,employee,0,336791.1898434318,additional education
1,-469.53573830194495,34,Average,1,married,0,F,employee,0,112182.6259813868,getting an education
1,-4077.6927434435256,56,average,1,married,0,M,employee,0,94555.76183562724,housing
2,-1823.771135820064,46,AVERAGE,1,married,0,M,companion,0,192004.58684014925,used car deal
0,-5321.561532600626,37,Average,1,married,0,M,employee,0,184744.67344734888,obtaining additional education
1,-150.0308448815072,31,higher,0,divorced,3,F,civil servant,0,141257.87079115005,home purchase
1,-2143.9020655836616,39,average,1,married,0,F,employee,0,136371.24830362602,obtaining higher education
0,-5126.435633615572,60,average,1,married,0,M,companion,1,159224.60259655898,buying a home for a family
0,,59,higher,0,civil marriage,1,F,companion,0,,wedding
1,-3855.842508086041,33,average,1,widower/widow,2,F,employee,0,145117.51815341366,real estate construction
0,368135.4866817768,60,average,1,married,0,F,pensioner,0,43128.98188731297,used car deal
0,375906.4247906679,54,average,1,married,0,F,pensioner,0,121931.7966691608,purchase of residential property
0,,40,HIGHER,0,married,0,F,civil servant,0,,real estate
2,-1521.176538244494,46,average,1,divorced,3,F,employee,0,211884.6605489583,operations with your real estate
2,-4926.593950425539,38,AVERAGE,1,married,0,M,employee,0,264193.3084393629,housing
0,394146.0585567975,54,average,1,married,0,F,pensioner,0,100784.14613396964,specialized education
0,-5056.350874263437,47,higher,0,married,0,F,companion,0,287802.84242838604,cars
1,-1926.236003828176,25,higher,0,civil marriage,1,M,companion,0,206688.66903936185,buying a property
1,-880.7809115185531,33,higher,0,married,0,F,employee,0,273292.56695192034,housing
0,-3297.216635325045,63,higher,0,divorced,3,F,civil servant,0,279397.93423143314,buying a property
0,-503.4883746274961,31,Average,1,Single/not married,4,M,companion,0,339398.000558868,automobile
0,,60,average,1,married,0,M,employee,0,,buying a property
0,351543.2576012697,65,average,1,married,0,F,pensioner,0,78928.34909326334,your car
0,-2684.366664963592,45,AVERAGE,1,Single/not married,4,M,employee,1,209269.7466509005,to buy a car
0,-1157.0093067444388,48,average,1,civil marriage,1,F,employee,0,102813.03306062236,real estate construction
0,401556.7535504825,68,Higher,0,civil marriage,1,F,pensioner,0,231820.6117408111,wedding
0,-2954.169638906731,31,higher,0,married,0,F,civil servant,1,329039.9601301036,automobile
0,,49,average,1,married,0,F,employee,0,,automobile
0,-1164.4081450732992,55,average,1,civil marriage,1,M,employee,1,191783.4564739141,home purchase
0,,42,average,1,Single/not married,4,F,employee,0,,residential real estate construction
0,-2548.98929451177,44,average,1,married,0,F,employee,0,118073.74879966896,cars
2,-6569.633074068437,39,higher,0,married,0,F,civil servant,0,438340.6379967087,used car deal
0,-2879.0945211892003,25,average,1,married,0,F,civil servant,0,214393.1951344721,purchase of residential property
0,,28,average,1,married,0,M,employee,1,,higher education
2,-1728.1558532019085,27,average,1,married,0,F,companion,0,217924.2842325752,transactions with your real estate
1,-1234.1813221705513,31,average,1,divorced,3,F,employee,0,163362.5623633034,commercial real estate transactions
0,-2085.3178316518315,48,AVERAGE,1,married,0,F,employee,0,73549.8676566322,to buy a car
0,-2568.8832675628946,28,Higher,0,married,0,F,employee,0,114936.95272546752,purchase of residential property
0,-336.52557966282194,54,AVERAGE,1,married,0,M,employee,0,231090.1214477293,housing transactions
0,-6777.605223031346,48,average,1,civil marriage,1,F,employee,0,115185.44275442956,for a wedding
1,-5052.438888494976,44,higher,0,divorced,3,F,companion,0,194394.61031197573,operations with your real estate
0,391456.8831793014,62,average,1,married,0,F,pensioner,0,108325.84895651772,purchase of residential property
0,-3118.594174603845,62,Higher,0,Single/not married,4,F,employee,0,174679.50062474355,obtaining higher education
0,,28,average,1,divorced,3,F,employee,0,,cars
0,-2009.0861754857224,34,average,1,married,0,F,employee,0,1172459.831538252,getting an education
1,-4662.761234769793,38,average,1,married,0,F,employee,0,138321.46737308076,purchasing a car
0,-1037.8463128386577,26,higher,0,Single/not married,4,F,companion,0,122204.0718494736,automobile
3,,36,average,1,civil marriage,1,F,employee,1,,car deal
0,,30,average,1,married,0,M,employee,0,,obtaining additional education
0,-2957.4993994350098,34,average,1,civil marriage,1,F,employee,0,102052.00090508832,wedding
1,-319.8849959693381,43,average,1,married,0,M,companion,0,249861.8238676281,purchase of residential property
0,-760.0542044704231,49,higher,0,Single/not married,4,F,companion,0,318723.89038672624,buying a property
0,-463.0281259197435,23,INCOMPLETE HIGHER EDUCATION,2,Single/not married,4,F,companion,0,122584.40924681217,operations with your real estate
0,-1016.9292096336048,58,average,1,married,0,F,employee,0,179473.26983824128,buying a home for a family
0,-1245.0682179597345,22,INCOMPLETE HIGHER EDUCATION,2,Single/not married,4,M,employee,0,236558.54399718143,home purchase
0,-3713.6131150555534,27,average,1,civil marriage,1,F,employee,0,74394.88995432909,for a wedding
0,-2102.634114500766,29,average,1,civil marriage,1,F,employee,1,186296.76113579856,wedding
2,-1572.280693694473,50,average,1,married,0,M,companion,0,180484.31791348112,home renovation
0,-500.8857394644441,36,higher,0,married,0,M,employee,0,267171.29457156744,buying a property
0,-115.08715889673944,35,higher,0,married,0,F,companion,0,125890.23411124563,education
0,-2002.2170117938704,38,average,1,civil marriage,1,F,companion,0,156795.17746011534,car deal
0,-4748.467175796106,51,average,1,married,0,F,employee,0,130807.00853114344,real estate construction
0,,54,Average,1,widower/widow,2,F,pensioner,0,,operations with your real estate
0,,55,average,1,widower/widow,2,F,pensioner,0,,used car deal
0,-1676.3646619446336,28,Higher,0,married,0,F,employee,0,145267.00988291614,buying a property
0,-3686.881714756109,48,Average,1,married,0,F,employee,0,126762.7417593018,your car
0,-3298.5945377223547,30,Average,1,Single/not married,4,M,employee,0,122436.85185876965,purchase of residential property
1,-3108.531225924413,50,average,1,married,0,F,employee,0,162740.98583975813,obtaining higher education
0,-2375.863536881208,55,higher,0,married,0,M,employee,0,62675.53307096354,automobile
1,-6004.341436324005,49,average,1,married,0,M,employee,0,132795.7387505314,purchase of residential property
0,-582.2641991730778,26,higher,0,Single/not married,4,F,employee,0,169730.87176777804,getting an education
0,-707.4764115786363,49,higher,0,married,0,F,employee,0,104991.09306387822,purchase of commercial real estate
1,-320.26081669532795,30,average,1,civil marriage,1,M,companion,1,137095.37582365298,get married
0,-3806.319612278045,34,higher,0,married,0,F,civil servant,0,244432.8509579637,commercial real estate transactions
3,,38,higher,0,married,0,M,companion,0,,housing
0,,61,average,1,married,0,F,pensioner,0,,pursue higher education
0,343984.9319101783,61,average,1,married,0,F,pensioner,0,79382.28263200063,buying a property
1,-219.71873249245505,42,average,1,civil marriage,1,F,companion,0,100382.17596556444,wedding
1,-1507.4807671145225,24,average,1,married,0,F,employee,0,115804.35298586574,purchase of commercial real estate
1,-838.499124405633,38,higher,0,married,0,F,employee,0,82595.82787361881,buying your own home
0,-495.21458266878375,30,incomplete higher education,2,married,0,F,companion,0,133056.9313723634,obtaining additional education
0,-2617.740984273457,25,higher,0,married,0,M,companion,0,208520.56403288,purchasing a car
